ID: 1, Category: car
Time: 10:44:57, Position: (284.0,275.0), Speed: 1.6996731711975948
Time: 10:45:00, Position: (279.0,274.0), Speed: 3.8078865529319543
Time: 10:45:02, Position: (272.0,271.0), Speed: 0.8498365855987974
Time: 10:45:05, Position: (269.5,270.5), Speed: 2.1830311495716224
Time: 10:45:09, Position: (261.0,268.5), Speed: 3.2882366094914763
Time: 10:45:11, Position: (254.5,267.5), Speed: 1.0
Time: 10:45:13, Position: (252.5,267.5), Speed: 2.9261749776799064
Time: 10:45:15, Position: (247.0,265.5), Speed: 2.0615528128088303
Time: 10:45:17, Position: (243.0,264.5), Speed: 2.0615528128088303
Time: 10:45:20, Position: (237.0,263.0), Speed: 0.0
Time: 10:45:22, Position: (237.0,263.0), Speed: 1.7400510848184252
Time: 10:45:25, Position: (232.0,261.5), Speed: 1.0137937550497031
Time: 10:45:28, Position: (229.0,262.0), Speed: 1.3743685418725535
Time: 10:45:31, Position: (225.0,261.0), Speed: 0.7905694150420949
Time: 10:45:33, Position: (223.5,260.5), Speed: 2.1360009363293826
Time: 10:45:35, Position: (219.5,259.0), Speed: 1.0137937550497031
